"s","l","n"
"http://dbpedia.org/resource/Wolfson_Microelectronics","http://dbpedia.org/resource/United_Kingdom",420
"http://dbpedia.org/resource/Blackjack_Pizza","http://dbpedia.org/resource/United_States",420
"http://dbpedia.org/resource/Alkaloid_(company)","http://dbpedia.org/resource/North_Macedonia",420
"http://dbpedia.org/resource/Weave_(consultancy)","http://dbpedia.org/resource/France",420
"http://dbpedia.org/resource/Wolfson_Microelectronics","http://dbpedia.org/resource/Scotland",420
"http://dbpedia.org/resource/KEO_(company)","http://dbpedia.org/resource/Cyprus",420
"http://dbpedia.org/resource/Debiopharm","http://dbpedia.org/resource/Switzerland",420
"http://dbpedia.org/resource/Norway_Pelagic","http://dbpedia.org/resource/Norway",415
"http://dbpedia.org/resource/BankNordik","http://dbpedia.org/resource/Faroe_Islands",415
"http://dbpedia.org/resource/SES_Americom","http://dbpedia.org/resource/United_States",414
"http://dbpedia.org/resource/AccessBank_Liberia","http://dbpedia.org/resource/Liberia",413
"http://dbpedia.org/resource/The_Trust_Bank","http://dbpedia.org/resource/Ghana",411
"http://dbpedia.org/resource/Grieg_Seafood","http://dbpedia.org/resource/Norway",410
"http://dbpedia.org/resource/TK_Brøvig","http://dbpedia.org/resource/Norway",410
"http://dbpedia.org/resource/Punch_Pubs","http://dbpedia.org/resource/United_Kingdom",409
"http://dbpedia.org/resource/Bavarian_Nordic","http://dbpedia.org/resource/Denmark",409
"http://dbpedia.org/resource/Punch_Pubs","http://dbpedia.org/resource/England",409
"http://dbpedia.org/resource/General_Atlantic","http://dbpedia.org/resource/United_States",406
"http://dbpedia.org/resource/Martha_Stewart_Living_Omnimedia","http://dbpedia.org/resource/United_States",406
"http://dbpedia.org/resource/Norske_Skog_Skogn","http://dbpedia.org/resource/Norway",405
"http://dbpedia.org/resource/Maske_Gruppen","http://dbpedia.org/resource/Norway",405
"http://dbpedia.org/resource/Bliss_GVS_Pharma","http://dbpedia.org/resource/India",405
"http://dbpedia.org/resource/Istad","http://dbpedia.org/resource/Norway",404
"http://dbpedia.org/resource/Simba_Cement_Uganda_Limited","http://dbpedia.org/resource/Uganda",400
"http://dbpedia.org/resource/C._Hoare_&_Co","http://dbpedia.org/resource/United_Kingdom",400
"http://dbpedia.org/resource/AMAX_Information_Technologies","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Allegro_Development_Corporation","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Healthtex","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Harris_Ranch","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Lee_(jeans)","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Serena_Software","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Open-Silicon","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Western_Surety_Company","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/Neurocrine_Biosciences","http://dbpedia.org/resource/United_States",400
"http://dbpedia.org/resource/100%25_Banco","http://dbpedia.org/resource/Venezuela",400
"http://dbpedia.org/resource/Saracakis","http://dbpedia.org/resource/Greece",400
"http://dbpedia.org/resource/AccessKenya_Group","http://dbpedia.org/resource/Kenya",400
"http://dbpedia.org/resource/Wrightbus","http://dbpedia.org/resource/Northern_Ireland",400
"http://dbpedia.org/resource/Norwegian_Water_Resources_and_Energy_Directorate","http://dbpedia.org/resource/Norway",400
"http://dbpedia.org/resource/Lend_Lease_Communities","http://dbpedia.org/resource/Australia",400
"http://dbpedia.org/resource/Almonty_Industries","http://dbpedia.org/resource/Canada",400
"http://dbpedia.org/resource/Ganong_Bros.","http://dbpedia.org/resource/Canada",400
"http://dbpedia.org/resource/True_North_Sports_&_Entertainment","http://dbpedia.org/resource/Canada",400
"http://dbpedia.org/resource/Alida_(software_company)","http://dbpedia.org/resource/Canada",400
"http://dbpedia.org/resource/Esri_Canada","http://dbpedia.org/resource/Canada",400
"http://dbpedia.org/resource/FTLife","http://dbpedia.org/resource/China",400
"http://dbpedia.org/resource/Altendorf_GmbH","http://dbpedia.org/resource/Germany",400
"http://dbpedia.org/resource/Navigon","http://dbpedia.org/resource/Germany",400
"http://dbpedia.org/resource/Manufactum","http://dbpedia.org/resource/Germany",400
"http://dbpedia.org/resource/Automatic_Systems_(company)","http://dbpedia.org/resource/Belgium",400
"http://dbpedia.org/resource/Imagi_Animation_Studios","http://dbpedia.org/resource/Chai_Wan",400
"http://dbpedia.org/resource/Virgin_Mobile_South_Africa","http://dbpedia.org/resource/South_Africa",400
"http://dbpedia.org/resource/Compuscan","http://dbpedia.org/resource/South_Africa",400
"http://dbpedia.org/resource/INFINITT_Healthcare","http://dbpedia.org/resource/South_Korea",400
"http://dbpedia.org/resource/Thomson_Video_Networks","http://dbpedia.org/resource/France",400
"http://dbpedia.org/resource/Checkatrade.com","http://dbpedia.org/resource/Hampshire",400
"http://dbpedia.org/resource/U-Right","http://dbpedia.org/resource/Hong_Kong",400
"http://dbpedia.org/resource/Imagi_Animation_Studios","http://dbpedia.org/resource/Hong_Kong",400
"http://dbpedia.org/resource/Hongkong_and_Yaumati_Ferry","http://dbpedia.org/resource/Hong_Kong",400
"http://dbpedia.org/resource/Mannvit_Engineering","http://dbpedia.org/resource/Iceland",400
"http://dbpedia.org/resource/FTLife","http://dbpedia.org/resource/Hong_Kong",400
"http://dbpedia.org/resource/Creditinfo","http://dbpedia.org/resource/Iceland",400
"http://dbpedia.org/resource/Dhruva_Advisors","http://dbpedia.org/resource/India",400
"http://dbpedia.org/resource/Symphony_Limited","http://dbpedia.org/resource/India",400
"http://dbpedia.org/resource/Mapna_Locomotive_Engineering_and_Manufacturing_Company","http://dbpedia.org/resource/Iran",400
"http://dbpedia.org/resource/Damavand_Mineral_Water_Co.","http://dbpedia.org/resource/Iran",400
"http://dbpedia.org/resource/Data_Processing_Iran_Co.","http://dbpedia.org/resource/Iran",400
"http://dbpedia.org/resource/Berman's_Bakery","http://dbpedia.org/resource/Israel",400
"http://dbpedia.org/resource/JVCKenwood_Victor_Entertainment","http://dbpedia.org/resource/Japan",400
"http://dbpedia.org/resource/Mirgor","http://dbpedia.org/resource/Argentina",400
"http://dbpedia.org/resource/Mario's_Pizzeria","http://dbpedia.org/resource/Trinidad_and_Tobago",400
"http://dbpedia.org/resource/Estap","http://dbpedia.org/resource/Turkey",400
"http://dbpedia.org/resource/Cheshire_Building_Society","http://dbpedia.org/resource/UK",400
"http://dbpedia.org/resource/Tracerco","http://dbpedia.org/resource/UK",400
"http://dbpedia.org/resource/Adriatic_Croatia_International_Club","http://dbpedia.org/resource/Croatia",400
"http://dbpedia.org/resource/Rokel_Commercial_Bank","http://dbpedia.org/resource/Sierra_Leone",400
"http://dbpedia.org/resource/CDNetworks","http://dbpedia.org/resource/Singapore",400
"http://dbpedia.org/resource/Flytxt","http://dbpedia.org/resource/Netherlands",400
"http://dbpedia.org/resource/UTZ_Certified","http://dbpedia.org/resource/Netherlands",400
"http://dbpedia.org/resource/Cheshire_Building_Society","http://dbpedia.org/resource/England",400
"http://dbpedia.org/resource/Tracerco","http://dbpedia.org/resource/England",400
"http://dbpedia.org/resource/C._Hoare_&_Co","http://dbpedia.org/resource/England",400
"http://dbpedia.org/resource/Rose_Hill_Transport","http://dbpedia.org/resource/Mauritius",400
"http://dbpedia.org/resource/Equity_Bank_Tanzania_Limited","http://dbpedia.org/resource/Tanzania",399
"http://dbpedia.org/resource/Synnøve_Finden","http://dbpedia.org/resource/Norway",395
"http://dbpedia.org/resource/AQ_Interactive","http://dbpedia.org/resource/Japan",393
"http://dbpedia.org/resource/Amalgamated_Bank","http://dbpedia.org/resource/United_States",392
"http://dbpedia.org/resource/Greenland_Airport_Authority","http://dbpedia.org/resource/Greenland",391
"http://dbpedia.org/resource/Credit_Union_1_(Alaska)","http://dbpedia.org/resource/United_States",390
"http://dbpedia.org/resource/Eurogentec","http://dbpedia.org/resource/Belgium",390
"http://dbpedia.org/resource/Copperbelt_Energy_Corporation","http://dbpedia.org/resource/Zambia",390
"http://dbpedia.org/resource/FBC_Bank","http://dbpedia.org/resource/Zimbabwe",390
"http://dbpedia.org/resource/Sord_Computer_Corporation","http://dbpedia.org/resource/Japan",390
"http://dbpedia.org/resource/Norske_Skog_Union","http://dbpedia.org/resource/Norway",385
"http://dbpedia.org/resource/Julius_Maske","http://dbpedia.org/resource/Norway",385
"http://dbpedia.org/resource/Itera_ASA","http://dbpedia.org/resource/Norway",382
"http://dbpedia.org/resource/ARIAD_Pharmaceuticals","http://dbpedia.org/resource/United_States",380
"http://dbpedia.org/resource/Kosmos_Energy","http://dbpedia.org/resource/United_States",380
"http://dbpedia.org/resource/Q-Free","http://dbpedia.org/resource/Norway",380
"http://dbpedia.org/resource/Pronto_Software","http://dbpedia.org/resource/Australia",380
"http://dbpedia.org/resource/Posta_(company)","http://dbpedia.org/resource/Faroe_Islands",380
"http://dbpedia.org/resource/Tip_Top_(ice_cream)","http://dbpedia.org/resource/New_Zealand",380
"http://dbpedia.org/resource/Banco_Pan","http://dbpedia.org/resource/Brazil",378
"http://dbpedia.org/resource/Minted","http://dbpedia.org/resource/United_States",375
"http://dbpedia.org/resource/Norwegian_State_Housing_Bank","http://dbpedia.org/resource/Norway",375
"http://dbpedia.org/resource/Stafa_Industrier","http://dbpedia.org/resource/Norway",375
"http://dbpedia.org/resource/Sporveien_Trikken","http://dbpedia.org/resource/Norway",374
"http://dbpedia.org/resource/Cbus","http://dbpedia.org/resource/Australia",373
"http://dbpedia.org/resource/Federated_Insurance_Company_of_Canada","http://dbpedia.org/resource/Canada",370
"http://dbpedia.org/resource/I&M_Bank_Rwanda","http://dbpedia.org/resource/Rwanda",370
"http://dbpedia.org/resource/Aisha_Steel","http://dbpedia.org/resource/Pakistan",369
"http://dbpedia.org/resource/AfrAsia_Bank_Limited","http://dbpedia.org/resource/Mauritius",368
"http://dbpedia.org/resource/CAS_Corporation","http://dbpedia.org/resource/South_Korea",367
"http://dbpedia.org/resource/Opportunity_Bank_Uganda_Limited","http://dbpedia.org/resource/Uganda",365
"http://dbpedia.org/resource/Freei","http://dbpedia.org/resource/United_States",365
"http://dbpedia.org/resource/Norwegian_National_Collection_Agency","http://dbpedia.org/resource/Norway",365
"http://dbpedia.org/resource/G2_Crowd","http://dbpedia.org/resource/United_States",360
"http://dbpedia.org/resource/Advans_Banque_Congo","http://dbpedia.org/resource/Democratic_Republic_of_Congo",360
"http://dbpedia.org/resource/Volksbank_Neckartal","http://dbpedia.org/resource/Germany",360
"http://dbpedia.org/resource/Hyundai_Hysco","http://dbpedia.org/resource/South_Korea",360
"http://dbpedia.org/resource/HSBC_Guyerzeller_Bank","http://dbpedia.org/resource/Switzerland",360
"http://dbpedia.org/resource/Sputnik_Engineering","http://dbpedia.org/resource/Switzerland",360
"http://dbpedia.org/resource/Kotak_Mahindra_General_Insurance","http://dbpedia.org/resource/India",354
"http://dbpedia.org/resource/Gassco","http://dbpedia.org/resource/Norway",352
"http://dbpedia.org/resource/Northern_Ireland_Electricity","http://dbpedia.org/resource/Northern_Ireland",351
"http://dbpedia.org/resource/Cipla_Quality_Chemical_Industries_Limited","http://dbpedia.org/resource/Uganda",350
"http://dbpedia.org/resource/Ooredoo_Maldives","http://dbpedia.org/resource/Maldives",350
"http://dbpedia.org/resource/Wipac","http://dbpedia.org/resource/United_Kingdom",350
"http://dbpedia.org/resource/DR_Movie","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/Purch_Group","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/David_Lerner_Associates","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/ModCloth","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/INRIX","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/Sculptor_Capital_Management","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/Factory_Five_Racing","http://dbpedia.org/resource/United_States",350
"http://dbpedia.org/resource/Bradespar","http://dbpedia.org/resource/Brazil",350
"http://dbpedia.org/resource/African_Wildlife_Defence_Force","http://dbpedia.org/resource/Democratic_Republic_of_the_Congo",350
"http://dbpedia.org/resource/Society_Stores_Supermarkets","http://dbpedia.org/resource/Kenya",350
"http://dbpedia.org/resource/Casiano_Communications","http://dbpedia.org/resource/Puerto_Rico",350
"http://dbpedia.org/resource/Tandberg_Data","http://dbpedia.org/resource/Norway",350
"http://dbpedia.org/resource/PeoplesTel","http://dbpedia.org/resource/Bangladesh",350
"http://dbpedia.org/resource/XE.com","http://dbpedia.org/resource/Canada",350
"http://dbpedia.org/resource/DR_Movie","http://dbpedia.org/resource/China",350
"http://dbpedia.org/resource/Ableton","http://dbpedia.org/resource/Germany",350
"http://dbpedia.org/resource/Lamy","http://dbpedia.org/resource/Germany",350
"http://dbpedia.org/resource/DR_Movie","http://dbpedia.org/resource/South_Korea",350
"http://dbpedia.org/resource/Fineotex_Chemical","http://dbpedia.org/resource/India",350
"http://dbpedia.org/resource/Adarsh_Co-operative_Bank","http://dbpedia.org/resource/India",350
"http://dbpedia.org/resource/Amkette","http://dbpedia.org/resource/India",350
"http://dbpedia.org/resource/DR_Movie","http://dbpedia.org/resource/Japan",350
"http://dbpedia.org/resource/Clerys","http://dbpedia.org/resource/Republic_of_Ireland",350
"http://dbpedia.org/resource/Stroud_&_Swindon_Building_Society","http://dbpedia.org/resource/UK",350
"http://dbpedia.org/resource/Surrey_Satellite_Technology","http://dbpedia.org/resource/Surrey",350
"http://dbpedia.org/resource/Stroud_&_Swindon_Building_Society","http://dbpedia.org/resource/England",350
"http://dbpedia.org/resource/Moore_Capital_Management","http://dbpedia.org/resource/Hong_Kong",349
"http://dbpedia.org/resource/Davidson_Kempner_Capital_Management","http://dbpedia.org/resource/Hong_Kong",347
"http://dbpedia.org/resource/Davidson_Kempner_Capital_Management","http://dbpedia.org/resource/England",347
"http://dbpedia.org/resource/NMB_Bank_Limited","http://dbpedia.org/resource/Zimbabwe",346
"http://dbpedia.org/resource/C.W._Downer_&_Co.","http://dbpedia.org/resource/United_States",345
"http://dbpedia.org/resource/QCR_Holdings","http://dbpedia.org/resource/United_States",343
"http://dbpedia.org/resource/NBS_Bank","http://dbpedia.org/resource/Malawi",342
"http://dbpedia.org/resource/GSO_Capital_Partners","http://dbpedia.org/resource/United_States",340
"http://dbpedia.org/resource/Framery","http://dbpedia.org/resource/Finland",340
"http://dbpedia.org/resource/Die_Zweite_Sparkasse","http://dbpedia.org/resource/Austria",340
"http://dbpedia.org/resource/BlueShore_Financial","http://dbpedia.org/resource/Canada",340
"http://dbpedia.org/resource/Class_Editori","http://dbpedia.org/resource/Italy",340
"http://dbpedia.org/resource/BlueShore_Financial","http://dbpedia.org/resource/British_Columbia",340
"http://dbpedia.org/resource/Interhome","http://dbpedia.org/resource/Switzerland",340
"http://dbpedia.org/resource/Federal_Election_Commission","http://dbpedia.org/resource/United_States",339
"http://dbpedia.org/resource/Isle_of_Man_Treasury","http://dbpedia.org/resource/Isle_of_Man",339
"http://dbpedia.org/resource/Standard_Chartered_Tanzania","http://dbpedia.org/resource/Tanzania",337
"http://dbpedia.org/resource/Bhutan_Broadcasting_Service","http://dbpedia.org/resource/Bhutan",335
"http://dbpedia.org/resource/Wyandot_Snacks","http://dbpedia.org/resource/United_States",333
"http://dbpedia.org/resource/GungHo_Online_Entertainment","http://dbpedia.org/resource/Japan",333
"http://dbpedia.org/resource/Sokkia","http://dbpedia.org/resource/Japan",333
"http://dbpedia.org/resource/MAC_Mode","http://dbpedia.org/resource/Germany",330
"http://dbpedia.org/resource/Isochem_company","http://dbpedia.org/resource/France",330
"http://dbpedia.org/resource/EBS_d.a.c.","http://dbpedia.org/resource/Republic_of_Ireland",330
